DictWordID,HoaBun,HanLoTaibunPoj,,,
517,拉鏈,脫鏈仔,tùa-liān-à,Thuah4lian7a2,Thoah-liän-á
518,抹布,桌布,dòr-bo,Toh4poo3,Toh-p±
519,抽屜,櫃屜,gui-tūah,Kui7thuah4,Küi-thoah
520,拖把,布拖仔布攄仔,bò-tūa-à bò-lu-à,Poo3thua1a2 Poo3lu1a2,P±-thoa-á P±-lu-á
521,拖鞋,淺拖仔,cian-tūa-à,Chian2thua1a2,Chhián-thoa-á
522,放大鏡,譀鏡,hàm-gian,Ham3kiann3,Hàm-kià°
523,明信片,明信片,bhīng-sìn-pinn,Bing5sin3phinn3,Bêng-sìn-phì°
524,玩具,𨑨迌物 佚陶物 囡仔物,cit/tit-tōr-mih ghin-a-mih,"Chit4/thit4tho5mih8
 

 Gin2a2mih8","chhit/thit-thô-m…h
 

 Gín-á-m…h"
525,直排輪,"直輪鞋
 輦排鞋",dit-lian-ĕ lian-bāi-ĕ,"tit8lian2e5
 Lian2pai5e5","T…t-lián-ê
 Lián-pâi-ê"
526,空罐,空罐仔,kāng-gùan-à,Khang1kuan3a2,Khang-kòan-á
527,肥皂,"雪文
 茶箍",sat-bhŭn dē-ko,Sat4bun5 te5khoo1,"Sat-bûn
 tê-kh¬"
528,花瓶,花矸,hūe-gan,Hue1kan1,Hoe-kan
529,長板凳,椅條,i-diău/liău,I2tiau5/liau5,Í-tiâu/liâu
530,門板,門扇板,mn̄g -sìn-bàn,Mng5sinn3pan2,M£g-sì°-pán
531,門栓,門狗 門栓 門閂,"mn̄g-gàu； mn̄g-sng
 mn̄g-cuann",Mng5kau2 mng5sng1 mng5chuann3,M£g-káu m£g-sng m£g-chhòa°
532,門紐,"後紐 蝴蝶紐
 蜈蚣紐","au-liù
 ō-diap-liù ghiā-gāng- liù","Au7liu2 oo5tiap8liu2
 gia5kang1liu2","Äu-liú
 ²-tiãp-liú
 giâ-kang-liú"
533,門環,門環 門牽,"mn̄g-kŭan
 mn̄g-kian",Mng5khuan5 Mng5khian1,M£g-khôan M£g-khian
534,門檻,戶木奠,ho-dīng,Hoo7ting7,H³-tëng
535,雨衣,"雨幔 雨衫
 雨衣","ho-mua
 ho-san ho-i","Hoo7mua1 hoo7sann1
 hoo7i1","H³-moa h³-sa°
 H³-i"
536,雨鞋,"靴管
 雨鞋","hiā-gòng
 ho-ĕ","Hia1kong2
 hoo7e5","Hiä-kóng
 h³-ê"
537,便服,"粗穿
 便服","cō-cīng
 bian-hok","Choo1ching7
 Pian7hok8","Chh¬-chheng
 Piän-hõk"
538,屋頂,厝頂,cù-dìng,Chu3ting2,Chhù-téng
539,屋簷,簾簷(ni5chinn5),nī/ghīm-zĭn,Ni5/gim5cinn5,Nî/gîm-chî°
540,挖土機,怪手,gùai-ciù,Kuai3chiu2,Kòai-chhiú
541,推土機,攄塗機,lū-tō-gi,Lu1thoo5ki1,Lu-th²-ki
542,架子,架仔,gè-à,Ke3a2,Kè-á
543,流理台,灶台,zàu-dăi,Cau3tai5,Chàu-tâi
544,洗衣機,洗衫機,se-sān-gi,Se2sann1ki1,Sé-sa°-ki
545,洗臉檯,洗面槽,se-bhin-zŏr,Se2bin7co5,Sé-b„n-chô
546,玻璃珠,金珠仔,gīm-zū-à,Kim1cu1a2,Kim-chu-á
547,紅包,紅包,āng-bau,Ang5pau1,Âng-pau
548,紅包袋,紅橐仔,āng-lok-à,Ang5lok4a2,Âng-lok-á
549,背心,裌 kah4 仔,gah-à,Kah4a2,Kah-á
550,茅屋,草厝,cau-cu,Chau2chu3,Chháu-chhù
551,面具,小鬼仔殼,siau-gui-a-kāk,Siau2kui2a2khah4,Siáu-kúi-á-khak
552,修正液,擦仔膏,cit-a-gor,Chit4a2ko1,Chhit-á-ko
553,蚊帳,蠓罩,bhang-da,Bang2ta3,Báng-tà
554,庭院,埕,diăn,Tiann5,Tiâ°
555,扇子,葵扇,kūe-sin,Khue5sinn3,Khôe-sì°
556,書架,冊架仔,cè-ge-à,Cheh4ke3a2,Chheh-kè-á
557,書套,冊橐仔,cè-lok -à,Cheh4lok4a2,Chheh-lok-á
558,書桌,冊桌仔,cè-dorh-à,Cheh4toh4a2,Chheh-toh-á
559,書櫃,冊櫃仔,cè-gūi-à,Cheh4kui7a2,Chheh-küi-á
560,桌椅,椅桌,i-dōrh,I2toh4,Í-toh
561,消防車,拍火車,pà-hue-cia,Phah4hue2chia1,Phah-hóe-chhia
562,畚箕,糞箕,bùn-gi,Pun3ki1,Pùn-ki
563,砧板,砧,diam,Tiam1,Tiam
564,破銅爛鐵,歹銅舊錫,pain-dāng-gu-siāh,Phainn2tang5ku7siah4,Phái°-tâng-kü-siah
565,茶几,茶桌仔,dē-dorh-à,Te5toh4a2,Tê-toh-á
566,茶杯,"茶甌
 茶杯","dē-au
 dē-bue","Te5au1
 te5pue1","Tê-au
 tê-poe"
567,茶壺,茶鈷,dē-gò,Te5koo2,Tê-k¯
568,記憶體,記憶體,gì-ik-tè,Ki3ik4the2,Kì-ek-thé
569,酒瓶,酒矸,ziu-gan,Ciu2kan1,Chiú-kan
570,高跟鞋,懸踏仔 懸崎仔,"gūan-dah-à
 gūan-giā-à",Kuan5tah8a2 Kuan5kia1a2,Kôan-tãh-á Kôan-kia-á
571,堆高機,"豬公牙 二齒
 豬哥仔","dī-gōng-ghĕ
 nng-kì dī-gōr-à","Ti1kong1ge5 nng7khi2
 ti1ko1a2","Ti-kong-gê n¤g-khí
 ti-ko-á"
572,探照燈,"照海鏡
 吊燈","ziòr-hai-gian
 diàu-ding","Cio3hai2kiann3
 Tiau3ting1","Chiò-hái-kià°
 Tiàu-teng"
573,掃把,"掃梳
 掃帚","sàu-se
 sàu-ciù","Sau3se1
 sau3chiu2","Sàu-se
 sàu-chhiú"
574,望遠鏡,"召鏡
 千里鏡","diàu-gian
 ciān-li-gian","Tiau3kiann3
 Chian1li2kiann3","Tiàu-kià°
 Chhian-lí-kià°"
575,眼鏡,目鏡,bhak-gian,Bak8kiann3,Bãk-kià°
576,笛子,品仔,pin-à,Phin2a2,Phín-á
577,透明紙,"甜粿紙
 玻璃紙","dīn-gue-zùa
 bōr-lē-zùa","Tinn1kue2cua2
 Po1le5cua2","Ti°-kóe-chóa
 Po-lê-chóa"
578,釦子,鈕仔,liu-à,Liu2a2,Liú-á
579,雪橇,雪枋,sè-bang,Seh4pang1,seh-pang
580,圍牆,牆圍仔,ciūn-ūi-à,Chiunn5ui5a2,Chhiû°-ûi-á
581,棉被,棉被,mī-pūe,Mi5phue7,Mî-phöe
582,毯子,毯仔,tan-à,Than2a2,Thán-á
583,短裙,短裙,de-gŭn,Te2kun5,Té-kûn
584,短褲,短褲,de-ko,Te2khoo3,Té-kh±
585,窗簾,"窗籬仔
 kha－thian2","tāng-lī-à
 kā-diàn","Thang1li5a2
 Kha1tian2","Thang-lî-á
 Kha-tián"
586,筆記本,簿仔,pō-à,Phoo7a2,Ph³-á
587,開刀房,"手術間
 刣割間仔",ciu-sut-ging tāi-gùa-gīng-à,Chiu2sut8king1 Thai5kuah4king1a2,Chhiú-sýt-keng Thâi-koah-keng-á
588,開瓶器,酒開仔,ziu-kūi-à,Ciu2khui1a2,Chiú-khui-á
589,陽台,岑簷埕,ghīm-zīn-diăn,Gim5cinn5tiann5,gîm-chîn-tiâ
590,項鍊,佩鍊,puah-liān,Phuah8lian7,Phõah-liän
591,黃昏市場,畚埽市仔,bùn-sòr-cī-à,Pun3so3chi7a2,Pùn-sò-chh„-á
592,圓圈,圓箍仔,īn-kō-à,Inn5khoo1a2,Î°-kh¬-á
593,塑膠袋,塑膠橐仔,sok-gā-lok-à,Sok4ka1lok4a2,Sok-ka-lok-á
594,溫度計,"度針
 磅針","do-ziam
 bong-ziam","Too7ciam1
 Pong7ciam1","T³-chiam
 Pöng-chiam"
595,煙斗,薰吹,hūn-cue,Hun1chue1,Hun-chhoe
596,煙灰,薰屎,hūn-sài,Hun1sai2,Hun-sái
597,煙灰缸,薰觳仔,hūn-kok-à,Hun1khok4a2,Hun-khok-á
598,煙囪,煙筒,iān-dăng,Ian1tang5,Ian-tâng
599,筷子,箸,dī,Ti7,T„
600,腰帶,腰帶,iōr-dua,Io1tua3,Io-tòa
601,腳踏車,鐵馬 跤踏車 孔明車 ,"kong-bhīng-cia kā-dah-cia
 tì-bhè",Khong2bing5chia1 Kha1tah8chia1 Thih4be2,"Khóng-bêng-chhia
 Kha-tãh-chhia Thih-bé"
602,裝潢,"成格
 晟隔",ciān-gēh/gīk,Chiann5keh4/kik4,Chhiâ°-keh/kek
603,運動衣,運動衫,un-dong-san,Un7tong7sann1,Ün-töng-sa°
604,鉛筆盒,鉛筆篋仔,iān-bit-ke-à,Ian5pit4khe2a2,Iân-pit-khé-á
605,電風扇,電風,dian-hong,Tian7hong1,Tiän-hong
606,電燈,電火,dian-hùe,Tian7hue2,Tiän-hóe
607,圖畫書,尪仔冊,āng-a-cēh,Ang1a2cheh4,Ang-á-chheh
608,鞋子,鞋,ĕ,e5,ê
609,睡衣,睏衫,kùn-san,Khun3sann1,Khùn-sa°
610,磁鐵,"吸石仔
 吸鐵","kip-ziorh-à
 kip-tīh","Khip8cioh8a2
 Khip8thih4","Kh…p-chiõh-á
 Kh…p-thih"
611,網路,網路,bhang-lō,Bang7loo7,Bäng-l³
612,蒸籠,籠床,lāng-sňg,Lang5sng5,Lâng-s£g
613,趕麵棍,研管,ghing-gòng,Ging2kong2,Géng-kóng
614,遙控器,控機仔,kòng-gī-à,Khong3ki1a2,Khòng-ki-á
615,廚房,灶跤,zàu-ka,Cau3kha1,Chàu-kha
616,彈簧床,膨床,pòng-cňg,Phong3chng5,Phòng-chh£g
617,樣式,款式,kuan-sīt,Khuan2sit4,Khóan-sit
618,模子,模仔,bhō-à,Boo5a2,B²-á
619,漿糊,糊仔,gō-à,Koo5a2,K²-á
620,潛水衣,水鬼仔衫,zui-gui-a-san,Cui2kui2a2sann1,Chúi-kúi-á-sa°
621,熱水瓶,"溫罐 滾水罐
 燒水罐","ūn-guan
 gun-zui-guan siōr-zui- guan",Un1kuan3 kun2cui2kuan3 sio1cui2kuan3,"Un-kòan
 kún-chúi-kòan
 sio-chúi-kòan"
622,蓮蓬頭,蓮蓬頭,liān-pōng-tău,Lian5phong5thau5,liân-phông-thâu
623,複寫紙,𪐞(黑乇)紙,tò-zùa,Too3cua2,T±-chóa
624,鋁箔包,輕銀仔紙包,kīn-ghīn-a-zua-bau,Khin1gin5a2cua2pau1,Khin-gîn-á-chóa-pau
625,鞋櫃,鞋櫥仔,ē-dū-à,E5tu5a2,Ê-tû-á
626,墨盤,墨盤,bhak-bŭan,Bak8puann5,Bãk-pôa°
627,橫樑,"通樑
 楹仔","tāng-niŭ
 ēn/īn-à","Thang1niu5
 Enn5/inn5a2","Thang-niû
 ê°-á"
628,橡皮圖章,樹奶印仔,ciu-nī-in-à,Chiu7ni1in3a2,Chhiü-ni-ìn-á
629,燈炮,電火球仔,dian-hue-giū-à,Tian7hue2kiu5a2,Tiän-hóe-kiû-á
630,燈籠,鼓仔燈,go-a-ding,Koo2a2ting1,K¯-á-teng
631,磚房,磚仔厝,zn̄g-a-cu,Cng1a2chu3,Chng-á-chhù
632,簑衣,棕簑,zāng-sui,Cang1sui1,Chang-sui
633,鋼筆,萬年筆、鋼筆,"bhan-nī-bīt；
 g¢g-bīt",Ban7ni5pit4 kng3pit4,Bän-nî-pit k¢g-pit
634,隨身禮物,"伴手
 等路","puan-ciù
 dan-lō","Phuann7chiu2
 tan2loo7","Phöa°-chhiú
 tán-l³"
635,臉盆,面桶,bhin-tàng,Bin7thang2,B„n-tháng
636,螺絲起子,螺絲絞,lo-sī-gà,Loo5si1ka2,L²-si-ká
637,鍵盤,字盤,ri-bŭan,Ji7puann5,J„-pôa°
638,鍋子,鼎,diàn,Tiann2,Tiá°
639,鍋鏟,煎匙,ziān-sĭ,Cian1si5,Chian-sî
640,雞毛撢子,雞毛筅仔,gē-mō/mn̄g-cìng-à,Ke1moo5/mng5ching2a2,Ke-m²/m£g-chhéng-á
641,鞦韆,韆鞦,ciān-ciu,Chian1chiu1,Chhian-chhiu
642,鞭炮,炮仔,pau-à,Phau3a2,Phàu-á
643,繩子,索仔,sor-à,Soh4a2,Soh-á
644,羅盤,羅經,lōr-gin/gen,Lo5kinn1/kenn1,Lô-ki°/ken
645,蹺蹺板,硿跤枋 硿蹺枋,kong-kā-bang kong-kiàu-bang,"Khong7kha1pang1
 Khong7khiau3pang1",Khöng-kha-pang Khöng-khiàu-pang
646,鏟子,煎匙,ziān-sĭ,Cian1si5,Chian-sî
647,鐘擺,時鐘槌仔,sī-zīng-tūi-à,Si5cing1thui5a2,Sî-cheng-thüi-á
648,麵攤,麵擔仔,mi-dan-à,Mi7tann3a2,M„-tà°-á
649,蠟燭,"蠟條
 蠟燭","lah-diău
 lah-zīk","Lah8tiau5
 lah8cik4","Lãh-tiâu
 Lãh-chek"
650,鐵鎚,摃槌仔,gòng-tūi-à,Kong3thui5a2,Kòng-thûi-á
651,灑水桶,"漩桶
 濺桶","suan-tàng
 zuan-tàng","Suan7thang2
 Cuann7thang2","S an-tháng
 ch an-tháng"
652,顯微鏡,纖維鏡,ciām-ūi-gian,Chiam1ui5kiann3,Chhiam-ûi-kià°
653,籬笆,"籬笆
 圍籬仔","lī-ba
 ūi-lī-à","Li5pa1
 ui5li5a2","Lî-pa
 ûi-lî-á"
654,鑰匙,鎖匙,sor-sĭ,So2si5,Só-sî
655,一大早,透早,tàu-zà,Thau3ca2,Thàu-chá
656,一年,一冬,zit-dang,Cit8tang1,Ch…t-tang
657,一年到頭,"規年迵天
 規年","gūi-nī-tàng-tin
 gūi-nĭ","Kui1ni5thang3thinn1
 kui1ni5",Kui-nî-thàng-thi° kui-nî
658,一個多月,"個外月 月外日 個捅月
 捅外月","gòr-ghua-ghueh
 ghueh-ghua-rit gòr-tong- ghueh tong-ghua- ghueh","Ko2gua7gueh8 Gueh8 gua7jit8 Ko2thong2gueh8
 Thong2 gua7 gueh8",Kó-göa-gõeh Gõeh-göa-j…t Kó-thóng-gõeh thóng-göa-gõeh
659,十幾年,十外冬,zap-ghua-dang,Cap8gua7tang1,Chãp-göa-tang
660,下午,"下晡
 下午","e-bo
 ha-ngò",E7poo1 ha7ngoo2,Ë-p¬ hä-ng¯
661,下星期,後禮拜,au-le-bai,Au7le2pai3,Äu-lé-pài
662,大前天,大昨日,dua-zorh-rit,Tua7coh8jit8,Töa-choh-j…t
663,大後天,大後日,dua-āu-rit,Tua7au7jit8,Töa-äu-j…t
664,中午,中晝,diōng-dau,Tiong1tau3,Tiong-tàu
665,今天,今仔日,gīn-a-rit,Kin1a2jit8,Kin-á-j…t
666,今年,今年,gīn-nĭ,Kin1ni5,Kin-nî
667,午休,"睏晝
 睏中晝","kùn-dau
 kùn-diōng-dau","Khun3tau3
 Khun3tiong1tau3","Khùn-tàu
 Khùn-tiong-tàu"
668,天亮,天光,tin-gng,Thinn1kng1,Thi°-kng
669,日夜,暝日,mī/mē-rito,Mi5/me5jit8,Mî/mê-j…t
670,日後,後日,au- rit,Au7jit8,Äu-j…t
671,月底,月尾,ghueh/gheh-bhùe/bhè,Gueh8/geh8bue2/be2,Gõeh/gçh-bóe/bé
672,月初,月頭,ghueh-tău,Gueh8thau5,Gõeh-thâu
673,以前,"早前進前
 永過","za-zĭng
 zìn-zĭng ing-gue","Ca2cing5 cin3Cing5
 ing2kue3",Chá-chêng chìn-chêng Éng-kòe
674,老半天,規晡久,gūi-bō-gù,Kui1poo1ku2,Kui-p¬-kú
675,半夜,半暝,bùan-mĭ/mĕ,Puann3mi5/me5,Pòa°-mî/mê
676,去年,舊年,gu-nĭ,Ku7ni5,Kü-nî
677,古代,古早,go-zà,Koo2ca2,K¯-chá
678,四月三日十五,四月初三十五,"sì-ghueh-cē/cūe-san
 zap-ghō","Si3gueh8che1/chue1sann1
 cap8goo7","Sì-gõeh-che/chhoe-sa°
 

 Chãp-g³"
679,有時候,往往,ing/ìng ong/òng,"Ing2ing2
 Ong2ong2",Éng-éng óng-óng
680,白天,日時,rit-sio,Jit8si5,J…t-sî
681,好日子,好日,hor-rit,Ho2jit8,Hó-j…t
682,年幼,細漢,sè-han,Se3han3,Sè-hàn
683,年初,年頭,nī-tău,Ni5thau5,Nî-thâu
684,年終,年尾,nī-bhùe,Ni5bue2,Nî-bóe
685,年齡,年歲,nī-hue,Ni5hue3,Nî-hòe
686,早上,早起,za-kì,Ca2khi2,Chá-khí
687,早晚,"早慢
 早暗",za-bhān za-am,"Ca2ban7
 ca2am3",Chá-bän chá-àm
688,除夕夜,廿九暝,ri/li-gau-mĕ/mĭ,Ji7/li7kau2mi5/me5,J„/l„-káu-mî/mê
689,老半天,規半晡,gūi-bùan-bo,Kui1puann3poo1,Kui-pòa°-p¬
690,何時,佇當時,di-dāng-sĭ,Ti7tang1si5,T„-tang-sî
691,改天,另日,ling-rit,Ling7jit8,Lëng-j…t
692,每年,逐冬,dak-dang,Tak8tang1,Tãk-tang
693,每次,逐擺,dak-bài,Tak8pai2,Tãk-pái
694,沒多久,無偌久,bōr-lua/ghua-gù,Bo5lua7/gua7ku2,Bô-löa/göa-kú
695,那天,"彼日
 彼工","hit-rit
 Hit-gang",Hit4jit8 hit4kang1,Hit-j…t hit-kang
696,那時,"彼時 彼陣
 彼當時","hit-sĭ
 Hit-zūn hit-dōng-sĭ","Hit4si5 hit4cun7
 Hit4tong1si5","Hit-sî hit-chün
 Hit-tong-sî"
697,那麼久,赫久,hià-gù,Hiah4ku2,Hiah-kú
698,來不及,袂赴,bhe/bhue-hu,Be7/bue7hu3,bë/böe-hù
699,來世,後世人,au-sì-lăng,Au7si3lang5,Äu-sì-lâng
700,到最後,"煞尾
 落尾 到尾仔","sùa-bhùe
 lorh-bhùe gàu-bhùe-a",Suah4bue2 Loh8bue2 Kau3bue2a2,Sòa-bóe lõh-bóe Kàu-bóe-á
701,夜晚,"下昏
 下暗","ē-hng
 ē-am","E7hng1
 e7am3",Ë-hng ë-àm
702,始終,"頭尾
 自頭到尾","tāu-bhùe
 zu-tău-gàu- bhùe","Thau5bue2
 Cu7thau5kau3bue2","Thâu-bóe
 Chü-thâu-kàu-bóe"
703,屆時,"到時
 到時陣","gàu-sĭ
 gàu-sī-zūn","Kau3si5
 kau3si5cun7","Kàu-sî
 kàu-sî-chün"
704,昔日,"往時
 往過","ing-sĭ
 ing-gue","Ing2si5
 ing2kue3",Éng-sî éng-kòe
705,明天,"明仔日
 明仔載","bhīn-a-rit
 bhīn-a-zai","Bin5a2jit8
 Bin5a2cai3",Bîn-á-j…t Bîn-á-chài
706,明年,明年,mē-nĭ,Me5ni5,Mê-nî
707,長久,久長,gu-dňg,Ku2tng5,Kú-t£g
708,日前,頂日,ding-rit,Ting2jit8,Téng-j…t
709,星期一,拜一,bài-īt,Pai3it4,Pài-it
710,星期天,禮拜,le-bai,Le2pai3,Lé-pài
711,昨天,"昨日
 昨昏","zorh/zā-rit
 zā-hng","Coh8/Ca5jit8
 ca5hng1",chõh/châ-j…t châ-hng
712,昨晚,昨暗,zā-am,Ca5am3,Châ-àm
713,剛才,"頭拄仔
 拄才","tāu-du-à
 du-ziāh","Thau5tu2a2
 tu2ciah4",Thâu-tú-á tú-chiah
714,時光,時陣,sī-zūn,Si5cun7,Sî-chün
715,時常,定定,dian-diān,Tiann7tiann7,Tiä°-tiä°
716,晚上,"暗時
 暝時","àm-sĭ
 mē/mī-sĭ","Am3si5
 me5/mi5si5",Àm-sî mê/mî-sî
717,現在,"即馬
 現此時","zit-mà/zìm-à
 hian-cu-sĭ","Cit8ma2/Cim2a2
 hian7cu2si5",chit-má/chím-á hiän-chú-sî
718,終生,一世人,zit-sì-lăng,Cit8si3lang5,Ch…t-sì-lâng
719,這時,這陣,zit-zūn,Cit4cun7,Chit-chün
720,這時候,"這時
 這當時","zit-sĭ
 zit-dōng-sĭ","Cit4si5
 cit4tong1si5","Chit-sî
 chit-tong-sî"
721,這陣子,這暫仔,zit-zām-à,Cit4cam7a2,Chit-chäm-á
722,曾幾何時,佇當時仔,di-dāng-sī-à,Ti7tang1si5a2,T„-tng-sî-á
723,過午,過晝,gùe/gè-dau,Kue3/ke3tau3,kòe /kè -tàu
724,過去,永過,ing-gue,Ing2kue3,Éng-kòe
725,隔天,隔轉工,gè/gùe-dng-gang,Keh4/kueh4tng2kang1,Keh/koeh-t¡g-kang
726,整夜,規暝,gūi-mĕ/mĭ,Kui1me5/mi5,Kui-mê/mî
727,轉瞬之間,一目𥍉(目聶)仔,zit-bhak-ni-à,Cit8bak8nih4a2,Ch…t-bãt-nih-á
728,下巴,"下頦
 喙下斗","e-hăi
 cùi-e-dàu","E7hai5
 chui3e7tau2","Ë-hâi
 chhùi-ë-táu"
729,口角炎,臭喙角,càu-cùi-gāk,Chau3chui3kak4,Chhàu-chhùi-kak
730,大拇指,"指頭母 指頭公 大頭母
 大母公","zing-tāu-bhù
 zing-tāu-gong
 dūa-tāu-bhù dūa-bhu-gong","Cing2thau5bu2 Cing2thau5kong1 Tua7thau5bu2
 Tua7bu2kong1","Chíng-thâu-bú chéng-thâu-kong Töa-thâu-bú
 Töa-bú-kong"
731,小姆指,尾指仔,bhue/bhe-zain-à,Bue2/be2cainn2a2,bóe /bé -chái°-á
732,小腿肚,"跤肚肉 跤肚仁
 跤後肚","kā-do-bhāh
 kā-do-rĭn kā-au-dò","Kha1too2bah4 kha1too2jin5
 kha1au7too2","Kha-t¯-bah kha-t¯-jîn
 kha-äu-t¯"
733,中指,中指(chainn2),diōng-zàin,Tiong1cainn2,Tiong-chái°
734,"手心
 手底",手蹄仔,ciu-dē-à,Chiu2te5a2,Chhiú-tê-á
735,手肘,手後曲,ciu-au-kiau,Chiu2au7khiau1,Chhiú-äu-khiau
736,手指頭,指頭仔,zing-tāu-à,Cing2thau5a2,Chíng-thâu-á
737,手掌,"手底
 手盤","ciu-dè
 ciu-bŭan","Chiu2te2
 Chiu2puann5","Chhiú-té
 chhiú-pôa°"
738,手臂,手骨,ciu-gūt,Chiu2kut4,Chhiú-kut
739,水痘,"水痘
 水珠","zui-dāu
 zui-zu",Cui2tau7 cui2cu1,"Chúi-täu
 chúi-chu"
740,牙垢,喙齒瘍,cùi-ki-siŭn,Chui3khi2siunn5,Chhùi-khí-siû°
741,牙科,齒科,ki-kor,Khi2kho1,Khí-kho
742,牙齒,喙齒,cùi-kì,Chui3khi2,Chhùi-khí
743,牙縫,喙齒縫,cùi-ki-pāng,Chui3khi2phang7,Chhùi-khí-phäng
744,犬牙,角齒,gak-kì,Kak4khi2,Kak-khí
745,出痘,出珠,cut-zu,Chut4cu1,Chhut-chu
746,右手,正手,ziàn-ciù,Ciann3chiu2,Chià°-chhiú
747,左手,倒手,dòr-ciù,To3chiu2,Tò-chhiú
748,白斑,白癜,beh-diōr,Peh8tio7,Pçh-tiö
749,老毛病,舊症頭,gu-zìng-tău,Ku7cing3thau5,Kü-chèng-thâu
750,耳朵,耳仔,hin-à,Hinn7a2,H„°-á
751,肋骨,骿仔骨,bin-a-gūt,Pin2a2kut4,Pín-á-kut
752,臼齒,"後齒曾
 後齒","au-zan
 au-kì","Au7can1
 Au7khi2","Äu-chan
 Äu-khí"
753,舌頭,喙舌,cùi-zih,Chui3cih8,Chhùi-ch…h
754,血管,"血筋
 血管","hùe-gin
 hùe-g¢g","Hueh4kin1
 Hueh4kng2","Hoeh-kin
 Hoeh-k¡g"
755,屁股,尻川,kā-cng,Kha1chng1,Kha-chhng
756,灼傷,"燒著
 熁著 焠著
 𫝏著
 燙著","sior-diōrh
 hàn-diorh-siōr-ki hiun-cūh-diorh sng-ghan-diorh
 gun-zùi-tng- diorh","Sio1tioh8
 hann2tioh4sio1khi3 hiunn1chuh4tioh8 sng1gan3tioh8
 kun2cui2thng3tioh8","Sio-tiõh
 há -tiõh-sio-khì hiu -chhuh-tiõh sng-gàn-tiõh
 kún-chúi-th¢g-tiõh"
757,肚子,腹肚,bak-dò,Pak4too2,Pak-t¯
758,肚臍,肚臍,do-zăi,Too7cai5,T³-châi
759,身體,身軀,sīng/sīn-ku,Sing/Sin1khu1,Seng/sin-khu
760,疔瘡,粒仔,liap-à,Liap8a2,Liãp-á
761,乳房,奶,ni/ling,Ni1/ling1,Ni/leng
762,呼吸,喘氣,cuan-kui,Chuan2khui3,Chhóan-khùi
763,抽筋,糾筋,giù-gin/gun,Kiu3kin1/kun1,Kiù-kin/kun
764,疝氣,墜腸,dui-diŏng,Tui7tiong5,Tüi-tiông
765,肩膀,肩胛頭,gīng-gà-tău,King1kah4thau5,Keng-kah-thâu
766,近視,近視,gin/gun-sī,Kin7/kun7si7,K„n/kün-s„
767,長牙齒,發喙齒,huat-cùi-kì,Huat4chui3khi2,Hoat-chhùi-khí
768,門牙,門齒,mn̄g-kì,Mng5khi2,M£g-khí
769,娃娃臉,囡仔面,ghin-a-bhīn,Gin2a2bin7,Gín-á-b„n
770,眉毛,目眉,bhak-bhăi,Bak8bai5,Bãk-bâi
771,背部,骹脊骿,kā-ziah-pian,Ka1ciah4phiann1,Ka-chiah-phia°
772,食指,指指,zi-zàin,Ci2cainn2,Chí-chái°
773,氣管,肺管,hì-g¢g,Hi3kng2,Hì-k¡g
774,胸部,胸坎,hīng-kàm,Hing1kham2,Heng-khám
775,胳臂,手骨,ciu-gūt,Chiu2kut4,Chhiú-kut
776,脊椎,"龍骨腰脊骨
 尻脊骨","liōng/līng-gūt
 Iōr-zià-gūt kā-zià-gūt","Liong5/ling5kut4 Io1ciah4kut4
 ka1ciah4kut4","Liông/lêng-kut io-chiah-kut
 ka-chiah-kut"
777,酒窩,酒窟仔,ziu-kut-à,Ciu2khut4a2,Chiú-khut-á
778,針眼,"生目狗針
 生目針","sēn-bhak-gau-ziam
 sēn-bhak- ziam","Senn1bak8kau2ciam1
 senn1bak8ciam1","Se°-bãk-káu-chiam
 Se°-bãk-chiam"
779,骨折,骨折去,güt-zīh-ki,Kut4cih4khi3,Kut-chih-khì
781,淋巴腫,牽核,kān-hat,Khan1hat8,Khan-hãt
782,眼球,目睭仁,bhak-ziū-zĭn,Bak8ciu1jin5,Bãk-chiu-jîn
783,眼眶,目箍,bhak-ko,Bak8khoo1,Bãk-kh¬
784,眼睛,目睭,bhak-ziu,Bak8ciu1,Bãk-chiu
785,麻臉,貓面,niāu-bhīn,Niau1bin7,Niau-b„n
786,喉嚨,嚨喉,nā-ău,Na5au5,Nâ-âu
787,無名指,"禾黑指
 尾二指","bhai-zàin
 bhue-ri-zàin","Bai2cainn2
 Bue2ji7cainn2","Bái-chái 
 Bóe-j„-chái°"
788,登革熱,"天狗熱
 骨痛熱","tiān-gau-riat
 gut-tiàn-riat","Thian1kau2jiat8
 Kut4thiann3jiat8","Thian-káu-jiãt
 Kut-thià°-jiãt"
789,結疤,堅疕,giān-pì,Kian1phi2,Kian-phí
790,結膜眼,磺目,hōng-bhak,Hong5bak8,Hông-bãk
791,結繭,結趼,giat-lan,Kiat4lan1,Kiat-lan
792,腎臟,腰子,iōr-zì,Io1ci2,Io-chí
793,傷口,空喙,kāng-cui,Khang1chui3,Khang-chhùi
794,傷胃,礙胃,ghai-ūi,Gai7ui7,Gäi-üi
795,傷痕累累,"大空細裂
 流血流滴","dua-kāng-sè-lih
 lāu-hùe-lāu-dīh","Tua7khang1se3lih8
 Lau5hueh4lau5tih4","Töa-khang-sè-l…h
 Lâu-hoeh-lâu-tih"
796,感冒,"風邪 感冒
 感著","hōng-siă
 gam-mō gàm-diōrh","Hong1sia5 kam2moo7
 kam2tioh4","Hong-siâ kám-m³
 Kám-tiõh"
